from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date 
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Elise Zoli,1637701,Partner (Non-Brd),1998-09-01,2018-06-01,Member,,
Jones Day (Jones Day Reavis & Pogue prior to 01/2003),1204724,New York State Bar Association (NYSBA),256477,Elise Zoli,1637701,Partner (Non-Brd),2018-06-12,,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Robert LoBue,1638164,Associate (Non-Brd),1980-01-01,1986-01-01,Member,,
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Andrew Weidhaas,1637697,Partner (Non-Brd),1993-10-01,,Member,,
Michael Best & Friedrich LLP (Michael Best & Friedrich LLC prior to 2003),783221,New York State Bar Association (NYSBA),256477,Arthur Gollwitzer III,1637696,Managing Partner (Non-Brd),2018-01-01,2019-01-01,Member,,
Fitzpatrick Cella Harper & Scinto LLP,792802,New York State Bar Association (NYSBA),256477,Bill Solander,1632050,Partner (Non-Brd),2003-01-01,2019-01-01,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,Mark Nikolsky,1639768,Attorney (Non-Brd),2005-01-01,2012-01-01,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Toshi Tsuchiya,1631300,Partner (Non-Brd),2006-08-01,,Member,,
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Jeff Klein,1637646,Partner (Non-Brd),1998-01-01,,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Michael Arlein,1637479,Partner (Non-Brd),2010-01-01,,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Meng Ru,1640729,Partner (Non-Brd),2015-01-01,,Member,,
Gordon Rees Scully Mansukhani LLP (Gordon & Rees LLP prior to 2014),1499048,New York State Bar Association (NYSBA),256477,Craig Heryford,1631295,Partner (Non-Brd),2017-07-01,,Member,,
Sills Cummis & Gross PC (Sills Cummis Epstein & Gross PC prior to 09/2007),137487,New York State Bar Association (NYSBA),256477,James Frank,1634577,Partner (Non-Brd),,2006-11-01,Member,,
Carlton Fields Jorden Burt PA (Carlton Fields PA prior to 01/2014),2345347,New York State Bar Association (NYSBA),256477,Richard Denmon,1633274,Shareholder (Non-Brd),1989-10-01,,Member,,
Paul Weiss Rifkind Wharton & Garrison LLP,54197,New York State Bar Association (NYSBA),256477,Dan Toal,1632820,Partner (Non-Brd),1997-10-01,,Member,,
Fitzpatrick Cella Harper & Scinto LLP,792802,New York State Bar Association (NYSBA),256477,Diego Scambia,1631886,Partner (Non-Brd),,2016-01-01,Member,,
Bryan Cave LLP (Formerly known as Bryan Cave McPheeters & McRoberts LLP) (Ceased Trading 04/2018),462429,New York State Bar Association (NYSBA),256477,Philip Karmel,1638223,Partner (Non-Brd),2002-08-01,2018-04-03,Member,,
Kasowitz Benson Torres LLP (Kasowitz Benson Torres & Friedman LLP prior to 03/2017),745411,New York State Bar Association (NYSBA),256477,Robin Epstein,1634550,Partner (Non-Brd),2010-06-01,,Member,,
Kelley Drye & Warren LLP,1142330,New York State Bar Association (NYSBA),256477,Jon Cooperman,1636119,Partner (Non-Brd),2003-01-01,,Co-Chairman,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Tara Higgins,1634906,Partner (Non-Brd),2013-01-01,2019-01-01,Member,,
Jackson Lewis PC (Formerly known as Jackson Lewis Schnitzler & Krupman LLP),1471231,New York State Bar Association (NYSBA),256477,Diane Krebs,1629995,Of Counsel (Non-Brd),2018-11-01,,Member,,
Gordon Rees Scully Mansukhani LLP (Gordon & Rees LLP prior to 2014),1499048,New York State Bar Association (NYSBA),256477,Diane Krebs,1629995,Partner (Non-Brd),2005-09-01,2018-11-01,Member,,
Winston & Strawn LLP,69607,New York State Bar Association (NYSBA),256477,Lori van Auken,1640447,Partner (Non-Brd),1991-11-01,2019-01-01,Member,,
Lane Powell PC (Lane Powell Spears Lubersky LLP prior to 2005),1140518,New York State Bar Association (NYSBA),256477,Carter Mann,1637537,Shareholder (Non-Brd),2011-01-01,,Member,,
"Cadwalader, Wickersham & Taft LLP",79191,New York State Bar Association (NYSBA),256477,Bob Sills,1631270,Associate (Non-Brd),1977-01-01,1980-01-01,Member,,
Nelson Mullins Riley & Scarborough LLP,43481,New York State Bar Association (NYSBA),256477,Terresa Tarpley,1632107,Of Counsel (Non-Brd),1995-05-01,2000-04-01,Member,,
Winston & Strawn LLP,69607,New York State Bar Association (NYSBA),256477,Rich Shutran,1642584,Partner (Non-Brd),2018-04-09,,Member,,
Davis Wright Tremaine LLP,668006,New York State Bar Association (NYSBA),256477,Nicholas Giannasca,1633226,Partner (Non-Brd),2015-06-01,,Member,,
Holland & Knight LLP,464601,New York State Bar Association (NYSBA),256477,Dawn Rudenko Albert,1630333,Partner (Non-Brd),2016-03-21,,Member,,
Morris Manning & Martin LLP (MMM),835485,New York State Bar Association (NYSBA),256477,Terresa Tarpley,1632107,Partner (Non-Brd),2000-04-01,2009-09-01,Member,,
Epstein Becker & Green PC,573360,New York State Bar Association (NYSBA),256477,Robert Travisano,1631092,Partner (Non-Brd),2011-06-01,,Member,,
LeClairryan PLLC (LeClairRyan PC prior to 2018),1327444,New York State Bar Association (NYSBA),256477,Tate Tischner,1637502,Member (Non-Brd),2010-12-01,2019-01-01,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Lisa Cleary,1637488,Partner (Non-Brd),1993-01-01,2014-03-31,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Bill Cavanaugh Jr,1637486,Senior Partner (Non-Brd),2017-01-01,,Member,,
Carlton Fields Jorden Burt PA (Carlton Fields PA prior to 01/2014),2345347,New York State Bar Association (NYSBA),256477,Natalie Napierala,1631262,Shareholder (Non-Brd),2012-10-01,,Committee Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Henry Bubel,1637480,Of Counsel (Non-Brd),2017-01-01,,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Henry Bubel,1637480,Partner (Non-Brd),1980-08-01,2017-01-01,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Michael Arlein,1637479,Various Positions (Non-Brd),2000-01-01,2010-01-01,Member,,
Intellectual Property Owners Association (IPO),535034,New York State Bar Association (NYSBA),256477,Steven Meyer,1637732,Member,,,Member,,
White & Case LLP,48680,New York State Bar Association (NYSBA),256477,Stephen Harder,1637460,Associate (Non-Brd),1986-01-01,1995-01-01,Member,,
Manatt Phelps & Phillips LLP (Formerly known as Manatt Phelps Rothenberg & Tunney),486743,New York State Bar Association (NYSBA),256477,Jim Lytle,1637427,Administrative Partner (Non-Brd),2003-01-01,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Jeremy Kudon,1630761,Partner (Non-Brd),2008-10-01,,Member,,
Jenner & Block LLP,68552,New York State Bar Association (NYSBA),256477,Harry Sandick,1638220,Partner (Non-Brd),2006-10-24,2007-12-01,Member,,
Nelson Mullins Riley & Scarborough LLP,43481,New York State Bar Association (NYSBA),256477,Frank Morreale,1641144,Partner (Non-Brd),2014-02-01,,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,Kevin Reiner,1637411,Partner (Non-Brd),2014-04-01,,Member,,
Locke Lord LLP (Locke Lord Bissell & Liddell LLP prior to 09/2011),1220302,New York State Bar Association (NYSBA),256477,Steven Meyer,1637732,Partner (Non-Brd),2009-02-01,,Member,,
Fitzpatrick Cella Harper & Scinto LLP,792802,New York State Bar Association (NYSBA),256477,Dominick Conde,1631905,Partner (Brd) (ED),2009-03-01,,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Matthew Bate,1637399,Partner (Non-Brd),2012-01-06,2016-09-01,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Mark Barth,1637398,Partner (Non-Brd),2005-03-01,2019-01-01,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Mark Barth,1637398,Senior Counsel (Non-Brd),2019-01-01,,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Mark Barth,1637398,Partner (Non-Brd),1977-01-01,2005-03-01,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Tal Dickstein,1637392,Partner (Non-Brd),2015-11-16,,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Robert Aulsebrook,1637391,Partner (Non-Brd),2008-02-01,,Member,,
Quinn Emanuel Urquhart & Sullivan LLP,1732871,New York State Bar Association (NYSBA),256477,Patty Tomasco,1637382,Partner (Non-Brd),2019-03-01,,Member,,
Mayer Brown LLP (Mayer Brown Rowe & Maw LLP prior to 09/2007),483619,New York State Bar Association (NYSBA),256477,Rob Shwarts,1631249,Associate (Non-Brd),1990-01-01,1998-06-01,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Rob Shwarts,1631249,Partner (Non-Brd),1998-06-01,,Member,,
Fried Frank Harris Shriver & Jacobson LLP,48048,New York State Bar Association (NYSBA),256477,Brian Margolis,1633145,Special Counsel (Non-Brd),2017-03-01,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Brian Margolis,1633145,Partner (Non-Brd),2010-02-01,2017-03-01,Member,,
Day Pitney LLP,76634,New York State Bar Association (NYSBA),256477,Lorraine Slavin,1630320,Partner (Non-Brd),,,Member,,
Gibson Dunn & Crutcher LLP,465769,New York State Bar Association (NYSBA),256477,Daniel Nelson,1643147,Partner (Non-Brd),2018-07-01,,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Michael Himmel,1637354,Partner (Non-Brd),2004-11-05,,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Mary Hildebrand,1637353,Partner (Non-Brd),2005-12-01,,Member,,
Paul Hastings LLP (Paul Hastings Janofsky & Walker LLP prior to 07/2011),50924,New York State Bar Association (NYSBA),256477,Elaina Sodhi,1631241,Associate (Non-Brd),2002-01-01,2004-01-01,Member,,
Carlton Fields Jorden Burt PA (Carlton Fields PA prior to 01/2014),2345347,New York State Bar Association (NYSBA),256477,Elaina Sodhi,1631241,Shareholder (Non-Brd),2004-01-01,2017-01-01,Member,,
Fitzpatrick Cella Harper & Scinto LLP,792802,New York State Bar Association (NYSBA),256477,Nina Shreve,1632049,Of Counsel (Non-Brd),2016-01-01,,Member,,
RCS CAPITAL CORP (De-listed 01/2016),1956592,New York State Bar Association (NYSBA),256477,Mason Allen,1642341,General Counsel (Non-Brd),2015-11-30,2016-01-05,Member,,
Fried Frank Harris Shriver & Jacobson LLP,48048,New York State Bar Association (NYSBA),256477,Mason Allen,1642341,Associate (Non-Brd),2018-01-01,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Dick Martin,1630771,Partner (Non-Brd),2008-05-15,2016-01-01,Member,,
Endeavor Energy Holdings LLC (Endeavor Energy),1963656,New York State Bar Association (NYSBA),256477,Sean Long,1639131,President/CEO (Brd) (ED),2013-06-01,,Member,,
Proskauer Rose LLP (Formerly known as Proskauer Rose Goetz & Mendelsohn LLP),89727,New York State Bar Association (NYSBA),256477,Sigal Mandelker,1629757,Partner (Non-Brd),2009-05-01,2017-06-01,Committee Member,,
Ice Miller LLP,957363,New York State Bar Association (NYSBA),256477,AJ Correale,1639705,Senior Counsel (Non-Brd),2007-01-01,2009-08-01,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Larry Kane,1633121,Partner (Non-Brd),1987-09-01,,Member,,
Fox Rothschild LLP (Formerly known as Fox Rothschild O'Brien & Frankel LLP),792455,New York State Bar Association (NYSBA),256477,Patrick Birde,1634035,Partner (Non-Brd),2016-06-01,2017-06-01,Member,,
Morrison & Foerster LLP,39234,New York State Bar Association (NYSBA),256477,Yuko Ino,1633117,Associate (Non-Brd),2006-01-01,2010-01-01,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Yuko Ino,1633117,Partner (Non-Brd),2010-01-01,,Member,,
Fried Frank Harris Shriver & Jacobson LLP,48048,New York State Bar Association (NYSBA),256477,Gretchen Harders,1631911,Associate (Non-Brd),1997-01-01,2003-01-01,Committee Member,,
Greenberg Traurig LLP,113127,New York State Bar Association (NYSBA),256477,AJ Correale,1639705,Associate (Non-Brd),2000-03-01,2002-02-01,Member,,
Day Pitney LLP,76634,New York State Bar Association (NYSBA),256477,Richard Lorenzo,1637259,Partner (Non-Brd),2006-01-01,2008-01-01,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Richard Lorenzo,1637259,Partner (Non-Brd),2009-12-01,,Member,,
Kelley Drye & Warren LLP,1142330,New York State Bar Association (NYSBA),256477,Christina Mason,1637555,Partner (Non-Brd),1994-09-01,,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Andrew Lippmann,1637249,Partner (Non-Brd),1987-05-01,,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,Jeff Thomen,1638998,Attorney (Non-Brd),2002-10-01,2007-10-01,Member,,
Skadden Arps Slate Meagher & Flom LLP,76614,New York State Bar Association (NYSBA),256477,David Nagler,1630284,Partner (Non-Brd),,,Member,,
Nixon Peabody LLP,246637,New York State Bar Association (NYSBA),256477,Megan O'Gara,1637202,Associate (Non-Brd),2008-08-01,2010-12-01,Member,,
LeClairryan PLLC (LeClairRyan PC prior to 2018),1327444,New York State Bar Association (NYSBA),256477,Megan O'Gara,1637202,Associate (Non-Brd),2010-12-01,2015-01-01,Member,,
LeClairryan PLLC (LeClairRyan PC prior to 2018),1327444,New York State Bar Association (NYSBA),256477,Megan O'Gara,1637202,Partner (Non-Brd),2015-01-01,2019-02-01,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Jerome Levine,1637201,Co-Chairman/Partner (Brd) (ED),2000-01-01,2004-01-01,Executive Committee Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Jerome Levine,1637201,Managing Partner (Non-Brd),,2000-01-01,Executive Committee Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Jerome Levine,1637201,Partner (Non-Brd),2004-01-01,,Executive Committee Member,,
White & Case LLP,48680,New York State Bar Association (NYSBA),256477,Victor Mendoza III,1631431,Partner (Non-Brd),2014-01-01,,Member,,
Securities Industry and Financial Markets Association (SIFMA),921328,New York State Bar Association (NYSBA),256477,Kathy Rocklen,1629758,Member,,,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Jonathan Strauss,1637174,Associate (Non-Brd),2006-01-01,2011-08-03,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Jonathan Strauss,1637174,Partner (Non-Brd),2011-08-03,2018-05-01,Member,,
Proskauer Rose LLP (Formerly known as Proskauer Rose Goetz & Mendelsohn LLP),89727,New York State Bar Association (NYSBA),256477,Nathaniel Glasser,1630133,Associate (Non-Brd),2005-09-01,2015-01-01,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Wolf Heitmann,1633088,Partner (Non-Brd),,,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Daniel Paulos,1640677,Partner (Non-Brd),2014-01-01,2016-07-01,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Charles Torres,1637149,Partner (Non-Brd),2011-08-01,2016-03-01,Member,,
Stroock & Stroock & Lavan LLP,731769,New York State Bar Association (NYSBA),256477,Charles Torres,1637149,Associate Attorney (Non-Brd),1995-09-01,2000-09-01,Member,,
Holland & Knight LLP,464601,New York State Bar Association (NYSBA),256477,Frank Morreale,1641144,Attorney (Non-Brd),2006-03-01,2014-02-01,Member,,
Sills Cummis & Gross PC (Sills Cummis Epstein & Gross PC prior to 09/2007),137487,New York State Bar Association (NYSBA),256477,Samuel Teele,1637142,Partner (Non-Brd),2019-03-01,,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Samuel Teele,1637142,Partner (Non-Brd),2001-01-01,2017-01-01,Member,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,Ethan Skerry,1637138,Associate (Non-Brd),1998-01-01,2005-01-01,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Ethan Skerry,1637138,Member (Non-Brd),2010-01-01,2013-01-01,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Ethan Skerry,1637138,Partner (Non-Brd),2013-01-01,2016-12-01,Member,,
Fenwick & West LLP,833598,New York State Bar Association (NYSBA),256477,Ethan Skerry,1637138,Partner (Non-Brd),2017-01-05,,Member,,
KROLL INC (De-listed 07/2004),18196,New York State Bar Association (NYSBA),256477,Allen Applbaum,1642908,Senior MD (Non-Brd),1999-06-01,2004-07-09,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Brian Silikovitz,1637137,Partner (Non-Brd),2002-11-01,,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Steven Siesser,1637136,Partner (Non-Brd),1996-01-01,,Member,,
Kutak Rock LLP,80757,New York State Bar Association (NYSBA),256477,Patricia Burdyny,1637125,Partner (Non-Brd),1983-05-01,,Member,,
PFIZER INC,24296,New York State Bar Association (NYSBA),256477,Michael Parini,1638664,Various Positions (Non-Brd),2004-01-01,2009-09-01,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,David Halperin,1633056,Partner (Non-Brd),2005-08-11,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Burt Haimes,1633054,Partner (Non-Brd),2006-05-01,2017-04-01,Member,,
DLA Piper LLP (US),931739,New York State Bar Association (NYSBA),256477,Burt Haimes,1633054,Partner (Non-Brd),2017-04-01,2018-01-01,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Bill Haft,1633052,Partner (Non-Brd),2002-05-01,,Member,,
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Josh Klatzkin,1634277,Associate (Non-Brd),2006-06-01,2008-09-01,Member,,
Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,New York State Bar Association (NYSBA),256477,Eric Carver,1633050,Partner (Non-Brd),1996-01-01,2017-01-01,Member,,
Epstein Becker & Green PC,573360,New York State Bar Association (NYSBA),256477,Gary Herschman,1631912,Partner (Brd) (ED),2015-02-23,2016-01-01,Member,,
Securities Industry and Financial Markets Association (SIFMA),921328,New York State Bar Association (NYSBA),256477,John Fullerton III,1634579,Member,,,Member,,
Andrews Kurth Kenyon LLP (Andrews Kurth LLP prior to 09/2016) (Ceased Trading 04/2018),534296,New York State Bar Association (NYSBA),256477,Aimee Soucie,1635231,Partner (Non-Brd),2016-09-01,2018-04-02,Member,,
Greenberg Traurig LLP,113127,New York State Bar Association (NYSBA),256477,Lee Albanese,1634441,Shareholder (Non-Brd),2017-04-05,,Member,,
Kasowitz Benson Torres LLP (Kasowitz Benson Torres & Friedman LLP prior to 03/2017),745411,New York State Bar Association (NYSBA),256477,Ken Frenchman,1634021,Partner (Non-Brd),2010-01-01,2016-02-01,Member,,
Gibson Dunn & Crutcher LLP,465769,New York State Bar Association (NYSBA),256477,James Hallowell,1642868,Associate (Non-Brd),2000-06-01,2003-03-01,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Jim Murdica,1638177,Partner (Non-Brd),2013-01-01,2016-01-01,Committee Member,,
Paul Hastings LLP (Paul Hastings Janofsky & Walker LLP prior to 07/2011),50924,New York State Bar Association (NYSBA),256477,Ira Kustin,1640002,Partner (Non-Brd),2018-11-27,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Kyle Drefke,1633023,Partner (Non-Brd),,,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,John Galluccio,1641230,Partner (Non-Brd),2007-01-01,,Member,,
Baker & Hostetler LLP,85282,New York State Bar Association (NYSBA),256477,Jerry Ferguson,1637949,Partner (Non-Brd),2002-01-01,,Committee Co-Chairman,,
Epstein Becker & Green PC,573360,New York State Bar Association (NYSBA),256477,Barry Guryan,1630250,Managing Partner (Non-Brd),2007-03-01,2016-07-01,Member,,
Epstein Becker & Green PC,573360,New York State Bar Association (NYSBA),256477,Barry Guryan,1630250,Of Counsel (Non-Brd),2016-07-01,2017-01-01,Member,,
Pepper Hamilton LLP,122857,New York State Bar Association (NYSBA),256477,Tate Tischner,1637502,Of Counsel (Non-Brd),2019-02-19,,Member,,
Fitzpatrick Cella Harper & Scinto LLP,792802,New York State Bar Association (NYSBA),256477,Christopher Borello,1631773,Partner (Non-Brd),2011-01-01,2016-01-01,Member,,
Davis Polk & Wardwell LLP,43959,New York State Bar Association (NYSBA),256477,Bill Harrington,1637966,Associate (Non-Brd),2002-01-01,2006-01-01,Member,,
Fitzpatrick Cella Harper & Scinto LLP,792802,New York State Bar Association (NYSBA),256477,Nina Shreve,1632049,Partner (Non-Brd),1985-01-01,2016-01-01,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Sarah Zgliniec,1638898,Partner (Non-Brd),2006-01-01,2017-07-01,Committee Member,,
Davis Wright Tremaine LLP,668006,New York State Bar Association (NYSBA),256477,Jonathan Lloyd,1632892,Partner (Non-Brd),2005-01-01,2018-09-01,Member,,
Kelley Drye & Warren LLP,1142330,New York State Bar Association (NYSBA),256477,Bob Ehrenbard,1636876,Attorney (Non-Brd),1954-01-01,1961-01-01,Member,,
Kelley Drye & Warren LLP,1142330,New York State Bar Association (NYSBA),256477,Bob Ehrenbard,1636876,Partner (Non-Brd),1961-01-01,,Member,,
Davis Wright Tremaine LLP,668006,New York State Bar Association (NYSBA),256477,Malcolm Moore,1632883,Partner (Non-Brd),1965-01-01,2016-01-01,Member,,
White & Case LLP,48680,New York State Bar Association (NYSBA),256477,Oliver Brahmst,1629583,Associate (Non-Brd),1995-03-01,1999-12-01,Member,,
Epstein Becker & Green PC,573360,New York State Bar Association (NYSBA),256477,Bob Groban Jr,1630248,Partner (Non-Brd),1992-03-01,2018-08-01,Committee Member,,
Knobbe Martens Olson & Bear LLP,665172,New York State Bar Association (NYSBA),256477,Marko Zoretic,1636865,Associate (Non-Brd),2002-05-01,2010-01-01,Member,,
Knobbe Martens Olson & Bear LLP,665172,New York State Bar Association (NYSBA),256477,Marko Zoretic,1636865,Partner (Non-Brd),2010-01-01,,Member,,
Winston & Strawn LLP,69607,New York State Bar Association (NYSBA),256477,Dan Passage,1639738,Corporate Partner (Non-Brd),2014-02-01,,Member,,
Crowell & Moring LLP,883244,New York State Bar Association (NYSBA),256477,Glen McGorty,1631118,Partner (Non-Brd),2012-12-01,,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Geoff Potter,1638203,Partner (Non-Brd),2009-03-18,,Member,,
Gibson Dunn & Crutcher LLP,465769,New York State Bar Association (NYSBA),256477,John Herfort,1642893,Partner (Non-Brd),1984-01-01,,Member,,
Wilson Sonsini Goodrich & Rosati PC,564292,New York State Bar Association (NYSBA),256477,Kurt Berney,1641658,Partner (Non-Brd),1996-09-01,2005-05-01,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Henry Terhune,1639048,Attorney (Non-Brd),1987-03-01,2010-01-01,Member,,
Greenberg Traurig LLP,113127,New York State Bar Association (NYSBA),256477,Doron Lipshitz,1641687,Shareholder (Non-Brd),2019-04-24,,Member,,
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Tom Meriam,1634361,Partner (Non-Brd),2006-06-01,,Member,,
Morrison Cohen LLP,1727260,New York State Bar Association (NYSBA),256477,John Gilson,1639601,Attorney (Non-Brd),2006-03-01,2008-04-01,Member,,
Ballard Spahr LLP (Ballard Spahr Andrews & Ingersoll LLP prior to 2009),631619,New York State Bar Association (NYSBA),256477,Cristina Coronado,1629938,Partner (Non-Brd),2013-07-01,,Member,,
Davis Wright Tremaine LLP,668006,New York State Bar Association (NYSBA),256477,Chris Robinson,1629608,Partner (Non-Brd),2011-07-01,2017-07-01,Committee Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Nichole Cortese,1636799,Partner (Non-Brd),2014-11-12,,Member,,
Torys LLP,256497,New York State Bar Association (NYSBA),256477,Nichole Cortese,1636799,Attorney (Non-Brd),2004-09-01,2008-01-01,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Nichole Cortese,1636799,Attorney (Non-Brd),2008-01-01,2014-11-12,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Paula Colbath,1636798,Partner (Non-Brd),1994-09-01,,Member,,
Securities Industry and Financial Markets Association (SIFMA),921328,New York State Bar Association (NYSBA),256477,Paula Colbath,1636798,Member,,,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Russell Parks Jr,1640673,Partner (Non-Brd),1983-01-01,2019-01-01,Member,,
"Cadwalader, Wickersham & Taft LLP",79191,New York State Bar Association (NYSBA),256477,Jane Rhee,1636789,Training Director (Non-Brd),2011-08-01,2013-01-01,Member,,
Shearman & Sterling LLP,36104,New York State Bar Association (NYSBA),256477,Jane Rhee,1636789,Director - Development (Non-Brd),2005-01-01,2011-08-01,Member,,
Fried Frank Harris Shriver & Jacobson LLP,48048,New York State Bar Association (NYSBA),256477,Jane Rhee,1636789,Various Positions (Non-Brd),2001-06-01,2005-01-01,Member,,
Perkins Coie LLP,95502,New York State Bar Association (NYSBA),256477,Jane Rhee,1636789,Director - Development (Non-Brd),2013-01-01,2018-08-01,Member,,
Gunderson Dettmer Stough Villeneuve Franklin & Hachigian LLP,625814,New York State Bar Association (NYSBA),256477,Jane Rhee,1636789,Chief Talent Officer (Non-Brd),2018-08-01,,Member,,
Paul Weiss Rifkind Wharton & Garrison LLP,54197,New York State Bar Association (NYSBA),256477,Alex Rohan,1631897,Associate (Non-Brd),2000-10-01,2003-05-01,Member,,
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Jordan Weiss,1636761,Partner (Non-Brd),2014-10-01,,Member,,
