from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date 
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Meghan Spillane,1636755,Partner (Non-Brd),2015-10-01,,Member,,
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Brian Hail,1636722,Partner (Non-Brd),2007-01-01,,Member,,
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Tony Fiotto Jr,1636712,Partner (Non-Brd),,,Member,,
Nelson Mullins Riley & Scarborough LLP,43481,New York State Bar Association (NYSBA),256477,Tim Fitzgibbon,1636676,Managing Partner (Non-Brd),2006-01-01,,Member,,
Sills Cummis & Gross PC (Sills Cummis Epstein & Gross PC prior to 09/2007),137487,New York State Bar Association (NYSBA),256477,David Newman,1629626,Partner (Non-Brd),2017-03-23,,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Jack Schmitt,1638881,Partner (Non-Brd),2007-01-01,2016-01-01,Member,,
Winston & Strawn LLP,69607,New York State Bar Association (NYSBA),256477,Bill Dudine III,1638735,Partner (Non-Brd),2000-01-01,2017-01-01,Member,,
Gibson Dunn & Crutcher LLP,465769,New York State Bar Association (NYSBA),256477,Daniel Nelson,1643147,Partner (Non-Brd),,2011-07-20,Member,,
Kirkland & Ellis LLP (KE),461609,New York State Bar Association (NYSBA),256477,Jaime Schechter,1641904,Partner (Non-Brd),2014-01-01,,Member,,
Winston & Strawn LLP,69607,New York State Bar Association (NYSBA),256477,Tom Quigley,1637755,Associate (Non-Brd),1983-08-01,1991-10-01,Member,,
PFIZER INC,24296,New York State Bar Association (NYSBA),256477,Michael Parini,1638664,VP/Chief Counsel (Non-Brd),2009-09-01,2012-11-01,Member,,
Kenyon & Kenyon LLP (Ceased Trading 09/2016),484584,New York State Bar Association (NYSBA),256477,Aimee Soucie,1635231,Associate (Non-Brd),2002-09-01,2008-08-01,Member,,
Foley Hoag LLP (Foley Hoag & Eliot LLP prior to 05/2002),1057885,New York State Bar Association (NYSBA),256477,Doctor Ron Goodman,1632713,Managing Partner (Non-Brd),2015-03-12,2016-08-01,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,Michele Vaillant,1636499,Partner (Non-Brd),2006-11-01,,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Geoffrey Secol,1638977,Partner (Non-Brd),2007-05-01,,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Jim Gregory,1636408,Partner (Non-Brd),2014-11-10,,Member,,
SCIENCE APPLICATIONS INTERNATIONAL CORP,1989314,New York State Bar Association (NYSBA),256477,Robert Hudock,1631916,Senior VP/Chief Privacy Officer (Non-Brd),2014-10-01,2015-09-01,Member,,
Fitzpatrick Cella Harper & Scinto LLP,792802,New York State Bar Association (NYSBA),256477,Simon Roberts,1631881,Attorney (Non-Brd),2000-04-01,2006-01-01,Member,,
White & Case LLP,48680,New York State Bar Association (NYSBA),256477,John Lillis,1642160,Partner Of Counsel (Non-Brd),1980-09-01,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Eileen Heitzler,1635810,Partner (Brd) (ED),2012-01-01,2018-01-01,Member,,
Davis Wright Tremaine LLP,668006,New York State Bar Association (NYSBA),256477,EJ Jack Jr,1636452,Partner (Non-Brd),1990-10-01,,Council Member,,
"Venable LLP (Formerly known as Venable, Baetjer & Howard LLP)",818679,New York State Bar Association (NYSBA),256477,Peter Shapiro,1632046,Partner (Non-Brd),2019-01-01,,Member,,
Manatt Phelps & Phillips LLP (Formerly known as Manatt Phelps Rothenberg & Tunney),486743,New York State Bar Association (NYSBA),256477,Jim Walsh,1636432,Partner (Non-Brd),2008-01-01,,Member,,
Wilmer Cutler Pickering Hale and Dorr LLP (WilmerHale),59077,New York State Bar Association (NYSBA),256477,James Votaw,1636431,Attorney (Non-Brd),1998-02-01,2011-07-01,Member,,
Manatt Phelps & Phillips LLP (Formerly known as Manatt Phelps Rothenberg & Tunney),486743,New York State Bar Association (NYSBA),256477,James Votaw,1636431,Partner (Non-Brd),2013-01-01,2017-03-01,Member,,
Manatt Phelps & Phillips LLP (Formerly known as Manatt Phelps Rothenberg & Tunney),486743,New York State Bar Association (NYSBA),256477,James Votaw,1636431,Counsel (Non-Brd),2011-08-03,2012-12-01,Member,,
Arent Fox LLP (Formerly known as Arent Fox Kintner Plotkin and Kahn PLLC),124517,New York State Bar Association (NYSBA),256477,Rich LaCava,1630079,Partner (Non-Brd),2015-02-11,,Member,,
Arent Fox LLP (Formerly known as Arent Fox Kintner Plotkin and Kahn PLLC),124517,New York State Bar Association (NYSBA),256477,Tim Feighery,1634328,Partner (Non-Brd),2013-02-22,,Member,,
Ballard Spahr LLP (Ballard Spahr Andrews & Ingersoll LLP prior to 2009),631619,New York State Bar Association (NYSBA),256477,Jay Fastow,1631032,Partner (Non-Brd),2014-02-25,,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Michael Lichtenstein,1635693,Partner (Non-Brd),1992-09-01,,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Pete Fusco,1636414,Partner (Non-Brd),2005-08-01,2017-01-01,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Pete Fusco,1636414,Partner (Non-Brd),2017-05-08,,Member,,
Skadden Arps Slate Meagher & Flom LLP,76614,New York State Bar Association (NYSBA),256477,James Schell,1631027,Partner (Non-Brd),,,Member,,
LeClairryan PLLC (LeClairRyan PC prior to 2018),1327444,New York State Bar Association (NYSBA),256477,Janice Grubin,1636405,Member (Non-Brd),2014-06-16,2019-08-01,Committee Member,,
Gordon Rees Scully Mansukhani LLP (Gordon & Rees LLP prior to 2014),1499048,New York State Bar Association (NYSBA),256477,James Valvano,1631025,Partner (Non-Brd),2011-01-01,2016-01-01,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,John Kelly,1636402,Partner (Non-Brd),2000-07-01,,Member,,
Securities Industry and Financial Markets Association (SIFMA),921328,New York State Bar Association (NYSBA),256477,John Kelly,1636402,Member,,,Member,,
Greenspoon Marder LLP,1672847,New York State Bar Association (NYSBA),256477,James Valvano,1631025,Partner (Non-Brd),2018-03-21,,Member,,
Manatt Phelps & Phillips LLP (Formerly known as Manatt Phelps Rothenberg & Tunney),486743,New York State Bar Association (NYSBA),256477,Mark Ustin,1636400,Partner (Non-Brd),2012-01-01,2018-02-01,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Andy Graw,1636395,Partner (Non-Brd),1998-04-01,,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,David Levine,1636383,Partner (Non-Brd),2009-12-01,,Member,,
Nixon Peabody LLP,246637,New York State Bar Association (NYSBA),256477,Michael Goldman,1636382,Partner (Non-Brd),1990-07-01,2010-12-01,Member,,
LeClairryan PLLC (LeClairRyan PC prior to 2018),1327444,New York State Bar Association (NYSBA),256477,Michael Goldman,1636382,Member (Non-Brd),2011-01-01,2019-01-01,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,Gary Fechter,1636380,Partner (Non-Brd),2001-06-01,,Member,,
Morgan Lewis & Bockius LLP,250597,New York State Bar Association (NYSBA),256477,Bart Mellits,1632616,Attorney (Non-Brd),,1988-02-01,Member,,
Ballard Spahr LLP (Ballard Spahr Andrews & Ingersoll LLP prior to 2009),631619,New York State Bar Association (NYSBA),256477,Bart Mellits,1632616,Partner (Non-Brd),1988-02-01,,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,Patrick Collins,1641171,Partner (Non-Brd),2006-08-01,2015-01-01,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Frank Lee,1636369,Partner (Non-Brd),2009-12-15,,Member,,
Kasowitz Benson Torres LLP (Kasowitz Benson Torres & Friedman LLP prior to 03/2017),745411,New York State Bar Association (NYSBA),256477,Hector Torres,1636368,Partner (Brd) (ED),1993-07-08,,Committee Chairman,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Mickey Etkin,1636367,Partner (Non-Brd),2000-01-01,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,David Elkind,1636364,Associate (Non-Brd),2014-03-25,2015-01-01,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,David Elkind,1636364,Partner (Non-Brd),2015-06-01,2018-01-01,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,Howard Berkower,1636358,Partner (Non-Brd),2007-09-06,,Committee Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Tony Kim,1629601,Attorney (Non-Brd),2005-05-01,2012-01-01,Member,,
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Brad Weber,1635529,Partner (Non-Brd),2009-01-01,,Member,,
Lewis Roca Rothgerber Christie LLP (Lewis Roca Rothgerber LLP prior to 01/2016),752282,New York State Bar Association (NYSBA),256477,Amy Altshuler,1640544,Partner (Non-Brd),2003-01-01,,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,Mary Augustine,1636335,Partner (Non-Brd),2010-04-01,2016-12-01,Member,,
Troutman Sanders LLP,123257,New York State Bar Association (NYSBA),256477,Adam Jachimowski,1639175,Partner (Non-Brd),2019-06-05,,Member,,
Buchanan Ingersoll & Rooney PC,1483391,New York State Bar Association (NYSBA),256477,Mary Augustine,1636335,Partner (Non-Brd),2001-02-01,2005-01-01,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Kenneth Sold,1636326,Partner (Non-Brd),2006-08-01,,Member,,
Gardere Wynne Sewell LLP (Gardere & Wynne LLP prior to 11/2000) (Ceased Trading 04/2018),117482,New York State Bar Association (NYSBA),256477,Adam Hull,1630052,Associate (Non-Brd),2012-11-01,2015-04-01,Member,,
Bryan Cave LLP (Formerly known as Bryan Cave McPheeters & McRoberts LLP) (Ceased Trading 04/2018),462429,New York State Bar Association (NYSBA),256477,Chris LaRocco,1639620,Associate (Non-Brd),2005-10-01,2016-01-01,Member,,
Manatt Phelps & Phillips LLP (Formerly known as Manatt Phelps Rothenberg & Tunney),486743,New York State Bar Association (NYSBA),256477,Linda Goldstein,1636311,Partner (Non-Brd),2003-11-01,2017-02-01,Member,,
Manatt Phelps & Phillips LLP (Formerly known as Manatt Phelps Rothenberg & Tunney),486743,New York State Bar Association (NYSBA),256477,Rob Belfort,1636309,Partner (Non-Brd),2003-12-01,,Member,,
LeClairryan PLLC (LeClairRyan PC prior to 2018),1327444,New York State Bar Association (NYSBA),256477,Doug Needham,1636308,Partner (Non-Brd),2013-05-01,2016-04-01,Member,,
Bond Schoeneck & King PLLC,596164,New York State Bar Association (NYSBA),256477,Doug Needham,1636308,Attorney (Non-Brd),2007-09-01,2010-08-01,Member,,
Bryan Cave LLP (Formerly known as Bryan Cave McPheeters & McRoberts LLP) (Ceased Trading 04/2018),462429,New York State Bar Association (NYSBA),256477,David Kostman,1636306,Counsel (Non-Brd),1999-04-01,2012-04-01,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,David Kostman,1636306,Partner (Non-Brd),2012-05-01,,Member,,
Winston & Strawn LLP,69607,New York State Bar Association (NYSBA),256477,Tom Quigley,1637755,Partner (Non-Brd),1991-10-01,2016-10-01,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,John Settineri,1636288,Partner (Non-Brd),2005-07-07,,Member,,
LeClairryan PLLC (LeClairRyan PC prior to 2018),1327444,New York State Bar Association (NYSBA),256477,Madeleine Moise Cassetta,1636283,Partner (Non-Brd),2015-01-12,2016-01-01,Member,,
Arnold & Porter Kaye Scholer LLP (Arnold & Porter LLP prior to 01/2017),48451,New York State Bar Association (NYSBA),256477,Jon Levine,1629850,Partner (Non-Brd),2019-02-01,,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,William Hawkins III,1636271,Partner (Non-Brd),2005-07-07,,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Scott Schneider,1636268,Partner (Non-Brd),,,Member,,
Ballard Spahr LLP (Ballard Spahr Andrews & Ingersoll LLP prior to 2009),631619,New York State Bar Association (NYSBA),256477,Julian Friedman,1632547,Managing Partner (Non-Brd),2013-07-01,2017-01-01,Member,,
Ballard Spahr LLP (Ballard Spahr Andrews & Ingersoll LLP prior to 2009),631619,New York State Bar Association (NYSBA),256477,Julian Friedman,1632547,Senior Counsel (Non-Brd),2017-01-01,,Member,,
McCarter & English LLP,82547,New York State Bar Association (NYSBA),256477,Chris Loeber,1636261,Partner (Non-Brd),2017-06-01,2018-08-01,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Chris Loeber,1636261,Partner (Non-Brd),2013-04-03,2017-06-01,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Mike Long,1636256,Counsel (Non-Brd),2005-09-01,2012-01-01,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Mike Long,1636256,Partner (Non-Brd),2012-01-01,,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Lawrence Rolnick,1636254,Partner (Non-Brd),1992-03-01,,Member,,
Manatt Phelps & Phillips LLP (Formerly known as Manatt Phelps Rothenberg & Tunney),486743,New York State Bar Association (NYSBA),256477,Nancy Feinrider,1636242,Partner (Non-Brd),,,Member,,
Jackson Lewis PC (Formerly known as Jackson Lewis Schnitzler & Krupman LLP),1471231,New York State Bar Association (NYSBA),256477,Craig Snethen,1630985,Associate (Non-Brd),2005-01-01,2011-10-01,Member,,
Jackson Lewis PC (Formerly known as Jackson Lewis Schnitzler & Krupman LLP),1471231,New York State Bar Association (NYSBA),256477,Craig Snethen,1630985,Partner (Non-Brd),2011-10-01,2014-06-01,Member,,
Gordon Rees Scully Mansukhani LLP (Gordon & Rees LLP prior to 2014),1499048,New York State Bar Association (NYSBA),256477,Craig Snethen,1630985,Partner (Non-Brd),2014-07-01,,Member,,
Kirkland & Ellis LLP (KE),461609,New York State Bar Association (NYSBA),256477,Sam Blatnick,1636225,Associate (Non-Brd),2003-09-01,2010-09-01,Member,,
Kirkland & Ellis LLP (KE),461609,New York State Bar Association (NYSBA),256477,Sam Blatnick,1636225,Partner (Non-Brd),2010-10-01,2012-08-01,Member,,
Cravath Swaine & Moore LLP,567845,New York State Bar Association (NYSBA),256477,Sam Blatnick,1636225,Associate (Non-Brd),2002-09-01,2003-09-01,Member,,
Stinson Leonard Street LLP (Stinson Morrison Hecker LLP prior to 01/2014),2037111,New York State Bar Association (NYSBA),256477,Sam Blatnick,1636225,Partner (Non-Brd),2018-04-01,,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Christopher Gores,1639185,Partner (Non-Brd),1979-01-01,2016-01-01,Member,,
Winston & Strawn LLP,69607,New York State Bar Association (NYSBA),256477,Bart Pisella,1636203,Partner (Non-Brd),2015-03-11,,Member,,
Nixon Peabody LLP,246637,New York State Bar Association (NYSBA),256477,Bart Pisella,1636203,Finance Partner (Non-Brd),1989-09-01,2010-06-01,Member,,
Pillsbury Winthrop Shaw Pittman LLP,634367,New York State Bar Association (NYSBA),256477,Bart Pisella,1636203,Partner (Non-Brd),2010-06-18,2015-03-10,Member,,
Andrews Kurth Kenyon LLP (Andrews Kurth LLP prior to 09/2016) (Ceased Trading 04/2018),534296,New York State Bar Association (NYSBA),256477,Arthur Felsenfeld,1632517,Of Counsel (Non-Brd),2016-01-01,2017-01-01,Member,,
Thompson Hine LLP (Thompson Hine & Flory LLP prior to 2001),567794,New York State Bar Association (NYSBA),256477,Adam Jachimowski,1639175,Attorney (Non-Brd),2010-01-01,2013-06-01,Member,,
Andrews Kurth Kenyon LLP (Andrews Kurth LLP prior to 09/2016) (Ceased Trading 04/2018),534296,New York State Bar Association (NYSBA),256477,Arthur Felsenfeld,1632517,Partner (Non-Brd),,2016-01-01,Member,,
Davis Wright Tremaine LLP,668006,New York State Bar Association (NYSBA),256477,Kevin Saer,1630469,Partner (Non-Brd),1994-11-01,,Member,,
Fitzpatrick Cella Harper & Scinto LLP,792802,New York State Bar Association (NYSBA),256477,Mike McGraw,1632514,Partner (Non-Brd),2009-01-01,2018-04-01,Member,,
Fitzpatrick Cella Harper & Scinto LLP,792802,New York State Bar Association (NYSBA),256477,Christopher Loh,1632509,Partner (Non-Brd),2011-01-01,2018-11-01,Member,,
Gordon Rees Scully Mansukhani LLP (Gordon & Rees LLP prior to 2014),1499048,New York State Bar Association (NYSBA),256477,Michael Hanan,1629909,Partner (Non-Brd),2013-07-16,,Member,,
Latham & Watkins LLP,482007,New York State Bar Association (NYSBA),256477,Miles Ruthberg,1638674,Partner (Non-Brd),1996-01-01,,Member,,
"Venable LLP (Formerly known as Venable, Baetjer & Howard LLP)",818679,New York State Bar Association (NYSBA),256477,Christopher Loh,1632509,Partner (Non-Brd),2018-11-01,,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Kim Koopersmith,1638436,Attorney (Non-Brd),1994-01-01,2002-01-01,Member,,
LeClairryan PLLC (LeClairRyan PC prior to 2018),1327444,New York State Bar Association (NYSBA),256477,Lee Albanese,1634441,Shareholder (Non-Brd),2007-12-01,2017-01-01,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,James Fitzgerald,1638345,Partner (Non-Brd),2015-10-06,2018-05-01,Member,,
Kelley Drye & Warren LLP,1142330,New York State Bar Association (NYSBA),256477,Bob Crotty,1636121,Partner (Non-Brd),1982-01-01,,Member,,
Kelley Drye & Warren LLP,1142330,New York State Bar Association (NYSBA),256477,Jon Cooperman,1636119,Partner (Non-Brd),1985-01-01,2003-01-01,Co-Chairman,,
