name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date
John Turner,87312,University of Wyoming,62819,No,No,Visiting Professor,2006-11-01,2008-01-01
Curt Rochelle,105012,University of Wyoming,62819,No,No,President,1946-01-01,
Pat Dye,104547,University of Wyoming,62819,No,No,Coach,1980-01-01,1981-01-01
Doctor Ed Jennings,92337,University of Wyoming,62819,Yes,No,President,1979-01-01,1981-01-01
The Hon. Al Simpson,55421,University of Wyoming,62819,No,No,Visiting Lecturer,2000-01-01,
Doctor Marye Fox,35588,University of Wyoming,62819,No,No,Lecturer,1996-09-01,
Elizabeth Cuthbert-Millett,37811,University of Wyoming,62819,No,No,Adjunct Professor,,
Greg Simons,2125069,University of Wyoming,62819,No,No,Analyst,2013-05-01,2013-08-01
Peter Pilling,2182016,University of Wyoming,62819,No,No,Associate Director,,
Bryan MacDonald,2176330,University of Wyoming,62819,No,No,Director - Technology,1995-01-01,1998-08-01
Doctor Betsy Hoffman,42126,University of Wyoming,62819,No,No,Professor,1986-01-01,1988-01-01
Doctor Betsy Hoffman,42126,University of Wyoming,62819,No,No,Visiting Professor,1985-08-01,1986-01-01
Doyle Hanson,1586607,University of Wyoming,62819,No,No,Agent,,
James Gilpin,1733468,University of Wyoming,62819,No,No,Editor,1989-01-01,1990-01-01
Doctor Rich Clark,1682845,University of Wyoming,62819,No,No,Research Assistant,1983-01-01,1987-01-01
Tim Gabel,1693552,University of Wyoming,62819,No,No,Adjunct Professor,2014-08-01,
Greg Dyekman,1699404,University of Wyoming,62819,No,No,Editor-in-Chief,1979-01-01,1980-01-01
Doctor Lindsey Reynolds,1805922,University of Wyoming,62819,No,No,Lecturer,,
Gene Lang Jr,1838640,University of Wyoming,62819,No,No,Editor-in-Chief,1977-01-01,1978-01-01
Doctor Harlan Ribnik,1986529,University of Wyoming,62819,No,No,Instructor,,
Dan Ewart,2011395,University of Wyoming,62819,No,No,Director - Information Services,2008-08-01,2012-01-01
Dan Ewart,2011395,University of Wyoming,62819,No,No,Director - Information Services,2001-01-01,2007-01-01
Even Brande,1966895,University of Wyoming,62819,No,No,Assistant Lecturer,2014-01-01,
Kevin Blokker,2017524,University of Wyoming,62819,No,No,Coach,1994-12-01,1997-08-01
Jason Thompson,2101751,University of Wyoming,62819,No,No,Coordinator,1990-10-01,1995-08-01
Walter Eggers III,1890837,University of Wyoming,62819,No,No,Editor,,
Tom Niebrugge,1872823,University of Wyoming,62819,No,No,Visiting Professor,,1978-01-01
Don Blackketter,1872288,University of Wyoming,62819,No,No,Assistant,1985-01-01,1989-01-01
Doctor phil Dubois,771482,University of Wyoming,62819,No,No,President,1997-04-01,2005-01-01
Doctor Ranie Lynds,763528,University of Wyoming,62819,No,No,Teacher,2000-01-01,2001-01-01
Doctor Ranie Lynds,763528,University of Wyoming,62819,No,No,Teacher,2001-01-01,2003-01-01
Doctor Ranie Lynds,763528,University of Wyoming,62819,No,No,Adjunct Professor,,
Doctor Don Jarvis,730477,University of Wyoming,62819,No,No,Professor,2000-07-01,
Doctor Don Jarvis,730477,University of Wyoming,62819,No,No,Associate Professor,1998-01-01,2000-06-01
Doctor Randy Lewis,730476,University of Wyoming,62819,No,No,Faculty Member,,
Doctor Warrack Willson,654244,University of Wyoming,62819,No,No,Various Positions,,
Brent Hathaway,652633,University of Wyoming,62819,No,No,Acting Dean,2003-07-01,2004-07-01
Brent Hathaway,652633,University of Wyoming,62819,No,No,Various Positions,2001-07-01,2003-07-01
Brent Hathaway,652633,University of Wyoming,62819,No,No,Dean,2004-07-01,2013-10-01
Doctor Keith Carron,608044,University of Wyoming,62819,No,No,Professor,1998-01-01,2012-01-01
Doctor Keith Carron,608044,University of Wyoming,62819,No,No,Associate Professor,1988-01-01,1998-01-01
Doctor Keith Carron,608044,University of Wyoming,62819,No,No,Chairman,2012-01-01,2015-05-01
Doctor Brent Pickett,873612,University of Wyoming,62819,No,No,Associate Dean,2005-01-01,2014-01-01
Keith Cottam,873505,University of Wyoming,62819,No,No,Associate Dean,2001-01-07,2001-02-01
Keith Cottam,873505,University of Wyoming,62819,No,No,Director - Non-Brd,1983-01-01,2000-01-01
Milton Green,873641,University of Wyoming,62819,No,No,Instructor,1997-07-01,2005-01-01
Keith Cottam,873505,University of Wyoming,62819,No,No,Dean,2001-02-01,2005-05-01
Keith Cottam,873505,University of Wyoming,62819,No,No,Professor Emeritus,2005-05-01,2008-01-01
Doctor Brent Pickett,873612,University of Wyoming,62819,No,No,Professor,2014-01-01,
Milton Green,873641,University of Wyoming,62819,No,No,Instructor,1978-01-01,1997-07-01
Milton Green,873641,University of Wyoming,62819,No,No,Instructor,2005-01-01,2010-01-01
Doctor Norm Christensen Jr,850412,University of Wyoming,62819,No,No,Advisor,2011-01-01,
Beth Humstone,854452,University of Wyoming,62819,No,No,Guest Lecturer,,
Gordon Ellis,884242,University of Wyoming,62819,No,No,Coordinator,1986-01-01,1990-01-01
Gordon Ellis,884242,University of Wyoming,62819,No,No,Officer,1996-01-01,2000-01-01
Gordon Ellis,884242,University of Wyoming,62819,No,No,Business Manager,1995-01-01,1996-01-01
Doctor Wendy Lynch,890378,University of Wyoming,62819,No,No,Faculty Member,,
Gordon Ellis,884242,University of Wyoming,62819,No,No,Division Director,1990-01-01,1995-01-01
Gordon Ellis,884242,University of Wyoming,62819,No,No,Analyst,1986-01-01,1986-01-01
D Coale,844856,University of Wyoming,62819,No,No,Adjunct Professor,,
The Hon. Cynthia Wiederspahn,806929,University of Wyoming,62819,No,No,Various Positions,,
Senator John Barrasso,807045,University of Wyoming,62819,No,No,Instructor,,
Chancellor Robert Hemenway,776674,University of Wyoming,62819,No,No,Assistant Professor,1968-01-01,1973-01-01
Vassil Konstantinov,802606,University of Wyoming,62819,No,No,Assistant Professor,1999-09-01,2003-08-01
Vassil Konstantinov,802606,University of Wyoming,62819,No,No,Assistant Professor,2003-08-01,
Bill Carney,796371,University of Wyoming,62819,No,No,Professor,1973-01-01,1978-01-01
Professor Doctor Myles Watts,1089749,University of Wyoming,62819,No,No,Co-Editor,2009-01-01,2012-01-01
Professor Doctor Myles Watts,1089749,University of Wyoming,62819,No,No,Editor,1991-01-01,1995-01-01
Doctor Song Jin,1113501,University of Wyoming,62819,No,No,Adjunct Professor,2005-01-01,
Travis McElfresh,1118557,University of Wyoming,62819,No,No,Engineer,1997-01-01,1998-01-01
Brent Davies,1188902,University of Wyoming,62819,No,No,Instructor,,
Stephen Shellhaas,1010309,University of Wyoming,62819,No,No,Managing Editor,,
Doctor John Goss,1017182,University of Wyoming,62819,No,No,Faculty Member,1983-01-01,1984-01-01
Doctor Brian Towler,1039935,University of Wyoming,62819,No,No,Head of Department,2004-01-01,2006-01-01
Doctor Brian Towler,1039935,University of Wyoming,62819,No,No,Associate Professor,1988-01-01,2004-01-01
Doctor Brian Towler,1039935,University of Wyoming,62819,No,No,Professor Emeritus,2006-01-01,
Warren Lauer,1006123,University of Wyoming,62819,No,No,Manager,1974-01-01,1980-01-01
Doctor Jim Shaeffer Sr,1002395,University of Wyoming,62819,No,No,Director - Non-Brd,1990-01-01,1996-01-01
Doctor Jim Shaeffer Sr,1002395,University of Wyoming,62819,No,No,Various Positions,1984-01-01,1989-01-01
Mary Vagner,997300,University of Wyoming,62819,No,No,Employee,,
Warren Lauer,1006123,University of Wyoming,62819,No,No,Assistant,1972-08-01,1974-01-01
John Christiansen,1051426,University of Wyoming,62819,No,No,Reporter,1995-01-01,1998-01-01
Doctor Jim Coogan,1075859,University of Wyoming,62819,No,No,Instructor,1985-01-01,1989-01-01
Doctor Michael Blaylock,1250757,University of Wyoming,62819,No,No,Scientist,1992-06-01,1994-03-01
Dave Mosley,1300272,University of Wyoming,62819,Yes,Yes,Director - SD,1994-07-01,1995-08-01
Doctor Jim Faircloth,1289296,University of Wyoming,62819,No,No,Faculty Member,2000-01-01,2006-01-01
Paul Cleary,1371263,University of Wyoming,62819,No,No,Various Positions,,
Doctor Bill Bellamy,1380656,University of Wyoming,62819,No,No,Professor,2013-09-01,
Jim Bonner,1382583,University of Wyoming,62819,No,No,Geologist,,1971-01-01
Laura Wilson,1355153,University of Wyoming,62819,No,No,Officer,,
Doctor Amol Joshi,1594143,University of Wyoming,62819,No,No,Professor,,
Doctor Hyder Khoja,1539793,University of Wyoming,62819,No,No,Researcher,2007-01-01,2008-03-01
Dan Hawley,1612688,University of Wyoming,62819,No,No,Corporate Manager - Sales,2003-06-01,2005-12-01
Keith Aurzada,1614374,University of Wyoming,62819,No,No,Managing Editor,1995-01-01,1996-01-01
Dan Hawley,1612688,University of Wyoming,62819,No,No,Marketing Assistant,2000-07-01,2001-07-01
Matthew Chivvis,1654533,University of Wyoming,62819,No,No,Assistant,2004-01-01,2004-01-01
Matthew Chivvis,1654533,University of Wyoming,62819,No,No,Research Assistant,2003-01-01,2004-01-01
Doctor Dan Buttry,1491748,University of Wyoming,62819,No,No,Head of Department,1999-01-01,2002-01-01
Doctor Dan Buttry,1491748,University of Wyoming,62819,No,No,Professor,2002-01-01,2007-01-01
Doctor Dan Buttry,1491748,University of Wyoming,62819,No,No,Assistant Professor,1985-01-01,1989-01-01
Doctor Dan Buttry,1491748,University of Wyoming,62819,No,No,Associate Professor,1989-01-01,1992-01-01
Doctor Dan Buttry,1491748,University of Wyoming,62819,No,No,Professor,1992-01-01,1999-01-01
Doctor Tom Anderes,1492113,University of Wyoming,62819,No,No,Deputy VP,1986-02-01,1989-01-01
Doctor Linda Ferrell,1529876,University of Wyoming,62819,No,No,Associate Professor,,
Kevin Schaff,1448406,University of Wyoming,62819,No,No,Various Positions,,
Doctor Neil Theobald,1472223,University of Wyoming,62819,No,No,Vice President - Finance/Admin,2018-07-01,
Professor Doctor Bryan Grenfell,1465909,University of York,62820,No,No,Research Assistant,1977-01-01,1981-01-01
Doctor Cento Veljanovski,1264496,University of York,62820,No,No,Various Positions,,
Doctor Mary Morgan,1263208,University of York,62820,No,No,Lecturer,1984-01-01,1987-01-01
Professor Doctor Ana Lawson,1073080,University of York,62820,No,No,Project Director,2003-01-01,2007-01-01
Professor Doctor Rajan Madhok,1042882,University of York,62820,No,No,Examiner-in-Charge,,
Doctor Brian Cantor,1826427,University of York,62820,No,No,Vice Chancellor,2002-01-01,2013-09-01
Ron Durand,1804260,University of York,62820,No,No,Lecturer,,
Tariq Mahmood,1709647,University of York,62820,No,No,Visiting Researcher,2007-05-01,2007-08-01
Doctor Seung-Soo Han,1057093,University of York,62820,No,No,Honorary Professor,1997-01-01,2003-01-01
Doctor Seung-Soo Han,1057093,University of York,62820,No,No,Lecturer,1965-01-01,1968-01-01
Doctor Bernie Bulkin,184034,University of York,62820,No,No,Honorary Professor,1992-01-01,2003-01-01
Sam Asfahani,2176532,University of York,62820,No,No,Division President,2010-07-01,2012-06-01
Professor Doctor Gordon Prichett,103447,University of York,62820,No,No,Visiting Fellow,,
Doctor Mathai Joseph,515443,University of York,62820,No,No,Visiting Professor,2001-01-01,2004-01-01
Sid Barsuk,876727,Upper Iowa University,62828,No,No,Director - Development,1972-01-01,1973-01-01
Todd Ortberg,1058248,Upper Iowa University,62828,No,No,Adjunct Professor,1993-01-01,1995-06-01
Paul Rudersdorf,1350717,Upper Iowa University,62828,No,No,Adjunct Professor,2000-01-01,2004-01-01
Doctor Teresita Ireneo-Manalo,1543056,Upper Iowa University,62828,No,No,Teacher,,
Brad Baldwin,2038192,Upper Iowa University,62828,No,No,Adjunct Professor,2009-01-01,2011-12-01
Doctor Al Sanders,1777592,Upper Iowa University,62828,No,No,Adjunct Professor,2010-01-01,
Amna Osman,1832484,Upper Iowa University,62828,No,No,Instructor,2013-09-01,2015-10-01
Jasper Berkenbosch,1821932,Universiteit Utrecht (Utrecht University),62835,No,No,Lecturer,2001-01-01,2002-01-01
Ruben Costa-Santos,1788147,Universiteit Utrecht (Utrecht University),62835,No,No,Researcher,2002-01-01,2004-01-01
Ruben Costa-Santos,1788147,Universiteit Utrecht (Utrecht University),62835,No,No,Lecturer,2004-01-01,
Doctor Ricardo Baeza-Yates,1745088,Universiteit Utrecht (Utrecht University),62835,No,No,Coordinator,1996-01-01,1999-01-01
Marieke McCloskey,1686590,Universiteit Utrecht (Utrecht University),62835,No,No,Research Assistant,2004-09-01,2005-05-01
Doctor Mauro Maccarrone,2031297,Universiteit Utrecht (Utrecht University),62835,No,No,Researcher,1990-01-01,1993-01-01
Jan-Willem Bode,1949036,Universiteit Utrecht (Utrecht University),62835,No,No,Researcher,1996-08-01,1999-08-01
Oege De Moor,1876049,Universiteit Utrecht (Utrecht University),62835,No,No,Research Assistant,1988-01-01,1989-08-01
Professor Doctor Rob de Bie,1772898,Universiteit Utrecht (Utrecht University),62835,No,No,Leader,2013-04-01,2014-10-01
Professor Doctor Jan van de Winkel,16541,Universiteit Utrecht (Utrecht University),62835,No,No,Professor,,
Professor Doctor Jan van de Winkel,16541,Universiteit Utrecht (Utrecht University),62835,No,No,Associate Professor,1992-01-01,1996-01-01
Professor Doctor Jan van de Winkel,16541,Universiteit Utrecht (Utrecht University),62835,No,No,Researcher,,
Professor Doctor Jan van de Winkel,16541,Universiteit Utrecht (Utrecht University),62835,No,No,Assistant Professor,,
Frans Andriessen,43456,Universiteit Utrecht (Utrecht University),62835,No,No,Professor Emeritus,1991-01-01,1996-01-01
Professor Doctor Bob Pinedo,340678,Universiteit Utrecht (Utrecht University),62835,No,No,Chief,1976-01-01,1979-01-01
Doctor Hans Clevers,2116357,Universiteit Utrecht (Utrecht University),62835,No,No,Professor,1989-01-01,2012-01-01
Doctor Roy Raymann,2121776,Universiteit Utrecht (Utrecht University),62835,No,No,Intern,1997-01-01,1999-01-01
Bernard Wientjes,2178432,Universiteit Utrecht (Utrecht University),62835,No,No,Professor,2014-01-01,2017-01-01
Doctor Aalt Dijkhuizen,1534747,Universiteit Utrecht (Utrecht University),62835,No,No,Associate Professor,1984-01-01,1992-01-01
Doctor Aalt Dijkhuizen,1534747,Universiteit Utrecht (Utrecht University),62835,No,No,Assistant Professor,1977-01-01,1984-01-01
Doctor Maurits Geerlings,1491402,Universiteit Utrecht (Utrecht University),62835,No,No,Faculty Member,,
Doctor Benoit Dherin,1515364,Universiteit Utrecht (Utrecht University),62835,No,No,Researcher,2008-01-01,2011-01-01
Professor Doctor Karen Gleason,1479930,Universiteit Utrecht (Utrecht University),62835,No,No,Visiting Professor,2006-01-01,
Claire Sterk,1479615,Universiteit Utrecht (Utrecht University),62835,No,No,Faculty Member,1984-01-01,1986-01-01
Bert Oosting,1467463,Universiteit Utrecht (Utrecht University),62835,No,No,Researcher,1986-01-01,1989-01-01
Professor Francine Houben,1368077,Universiteit Utrecht (Utrecht University),62835,No,No,Faculty Member,1991-01-01,1995-01-01
Doctor Douglas Rushkoff,1361731,Universiteit Utrecht (Utrecht University),62835,No,No,Researcher,2001-01-01,2012-07-01
Professor Doctor Ab Osterhaus,1365354,Universiteit Utrecht (Utrecht University),62835,No,No,Professor,1990-01-01,
Doctor Sy-Shi Wang,1394795,Universiteit Utrecht (Utrecht University),62835,No,No,Various Positions,,
Professor Noreena Hertz,1389346,Universiteit Utrecht (Utrecht University),62835,No,No,Professor,2005-01-01,2006-01-01
Doctor Mark DeBoer,1272831,Universiteit Utrecht (Utrecht University),62835,No,No,Professor,,
Adriaan Fruijtier,1294746,Universiteit Utrecht (Utrecht University),62835,No,No,Scientist,1988-10-01,1989-12-01
Doctor Andor Lips,1248495,Universiteit Utrecht (Utrecht University),62835,No,No,Lecturer,1999-03-01,2001-11-01
Robert Darnton,851849,Universiteit Utrecht (Utrecht University),62835,No,No,Guest Lecturer,,
Doctor Fred Warnaars,656567,Universiteit Utrecht (Utrecht University),62835,No,No,Assistant Professor,1965-01-01,1969-01-01
Doctor Jan van der Eijk,626890,Universiteit Utrecht (Utrecht University),62835,Yes,Yes,Vice Chairman,2015-10-01,
Doctor Ruurd Stolp,625372,Universiteit Utrecht (Utrecht University),62835,No,No,Trainee,1980-05-01,1983-09-01
John Hurlbut,980812,Valparaiso University,62840,No,No,Member,1982-01-01,1984-01-01
Doctor Tom Cedel,776161,Valparaiso University,62840,No,No,Visiting Professor,2014-09-01,2018-08-01
Anne VanKeppel,1041609,Valparaiso University,62840,No,No,Associate Director,2005-10-01,
Michael Talbett,1006505,Valparaiso University,62840,No,No,Various Positions,,
Jenny Banks,990651,Valparaiso University,62840,No,No,Employee,1999-11-01,2003-06-01
Larry Swets Jr,1056623,Valparaiso University,62840,No,No,Adjunct Professor,,
Doctor Dennis Trinkle,1481176,Valparaiso University,62840,No,No,Chief Information Officer,2006-01-01,2008-01-01
Joshua Lee,1593826,Valparaiso University,62840,No,No,Assistant,1994-01-01,1998-01-01
Mike Philippi,1611981,Valparaiso University,62840,No,No,Assistant,1982-01-01,1983-01-01
Charley Gillispie,508535,Valparaiso University,62840,No,No,Special Assistant,2013-07-01,2015-12-31
Charley Gillispie,508535,Valparaiso University,62840,No,No,Vice President - Finance/Admin,1996-01-01,2013-07-30
Jim Eckstaedt,598869,Valparaiso University,62840,No,No,Advisor,,
Bruce Leep,336350,Valparaiso University,62840,No,No,Lecturer,,
Jim Giancola,330626,Valparaiso University,62840,No,No,Guest Lecturer,,
Doctor Carol Kaesebier,271523,Valparaiso University,62840,No,No,Associate Professor,1986-01-01,1988-01-01
Ron Zech,81392,Valparaiso University,62840,No,No,Assistant Professor,1967-01-01,1970-01-01
Jill Thompson,1978735,Valparaiso University,62840,No,No,Assistant Professor,1981-01-01,1988-01-01
John Collins,1986173,Valparaiso University,62840,No,No,Lecturer,,
Thomas Pasternak,1677234,Valparaiso University,62840,No,No,Adjunct Professor,,
Nancy Linder,1671909,Valparaiso University,62840,No,No,Lecturer,,
David Phelps,1720971,Valparaiso University,62840,No,No,Executive VP/COO,2018-08-01,
John Palmucci Jr,1743241,Valparaiso University,62840,No,No,Senior VP/CFO,2014-04-14,2016-01-01
John Palmucci Jr,1743241,Valparaiso University,62840,No,No,Senior VP - Finance/Admin,2010-01-01,2014-04-14
Tyler Pratt,1799558,Valparaiso University,62840,No,No,Assistant,,
Doctor Andrew Finstuen,1844560,Valparaiso University,62840,No,No,Fellow,,
Doctor Scott Reeves,1845297,Vanderbilt University,62843,No,No,Visiting Professor,2012-10-18,2012-10-19
Brian Roark,1845144,Vanderbilt University,62843,No,No,Adjunct Professor,2012-01-01,
James Tuell,1859552,Vanderbilt University,62843,No,No,Associate,2014-08-01,2014-08-01
Doctor Josh Trantum,1859165,Vanderbilt University,62843,No,No,Manager,2013-09-01,2015-12-01
Steve Ertel,1818909,Vanderbilt University,62843,No,No,Vice Chancellor,2017-02-09,
Whitney Chapa,1827747,Vanderbilt University,62843,No,No,Research Assistant,2009-09-01,2011-05-01
Brian Akselrad,1824309,Vanderbilt University,62843,No,No,Researcher,2010-06-01,2012-05-01
Doctor David Livingston,1798452,Vanderbilt University,62843,No,No,Teacher,,
Dan Bean,1798273,Vanderbilt University,62843,No,No,Editor,,
Ellen Gilliland,1809829,Vanderbilt University,62843,No,No,Clerk,,2009-01-01
Doctor Mark Harris,1816278,Vanderbilt University,62843,No,No,Analyst,2010-01-01,2010-05-01
Tony Exler,1786295,Vanderbilt University,62843,No,No,Assistant Director,2008-07-01,2010-07-01
Tari Hughes,1784718,Vanderbilt University,62843,No,No,Various Positions,1986-01-01,2000-10-01
George Sibble,1785589,Vanderbilt University,62843,No,No,Analyst,2004-04-01,2007-08-01
John Doulis,1781974,Vanderbilt University,62843,No,No,Assistant Vice Chancellor,,
Elena Fuentes-Afflick,1788743,Vanderbilt University,62843,No,No,Lecturer,2015-01-01,2015-01-01
Doctor Martin Ogletree,1766686,Vanderbilt University,62843,No,No,Fellow,1978-07-01,1983-07-01
Doctor Charlie Albright,1768132,Vanderbilt University,62843,No,No,Assistant Professor,1993-02-01,1999-03-01
Toby Winer,1774941,Vanderbilt University,62843,No,No,Associate Vice Chancellor,,
Doctor Diane Keeney,1742449,Vanderbilt University,62843,No,No,Assistant Professor,1992-01-01,2009-04-01
Barry Booker,1746866,Vanderbilt University,62843,No,No,Player,1985-01-01,1989-01-01
John Markham,1746871,Vanderbilt University,62843,No,No,Player,,
Alan Bentley,1742498,Vanderbilt University,62843,No,No,Assistant Vice Chancellor,2011-06-01,
Doctor Diane Keeney,1742449,Vanderbilt University,62843,No,No,Adjunct Professor,2009-04-01,
Paul Honigberg,1747219,Vanderbilt University,62843,No,No,Associate Editor,,1980-01-01
W Kitchens,1764209,Vanderbilt University,62843,No,No,Editor,,
Bethany Whelan,1723244,Vanderbilt University,62843,No,No,Research Assistant,,
Shandy Husmann,1727877,Vanderbilt University,62843,No,No,Various Positions,,
Tyson-Lord Gray,1675367,Vanderbilt University,62843,No,No,Guest Lecturer,,
J Cole,1671970,Vanderbilt University,62843,No,No,Guest Lecturer,,
Professor Arshad Ahmed,1676741,Vanderbilt University,62843,No,No,Adjunct Professor,2014-02-01,
Charlie Melichar,1673872,Vanderbilt University,62843,No,No,Associate Vice Chancellor,2010-08-01,2013-08-01
Mark Manner,1672255,Vanderbilt University,62843,No,No,Advisor,,
Lori Metrock,1682264,Vanderbilt University,62843,No,No,Editor,,
Tom Baker,1681407,Vanderbilt University,62843,No,No,Associate Editor,1980-01-01,1981-01-01
Wallace Loh,1681352,Vanderbilt University,62843,No,No,Visiting Professor,,
Doctor Blackford Middleton,1685354,Vanderbilt University,62843,No,No,Professor,2013-02-01,2015-05-01
Lea Owen,1681508,Vanderbilt University,62843,No,No,Managing Editor,1997-01-01,1998-01-01
Jim DeLanis,1681436,Vanderbilt University,62843,No,No,Business Manager,1977-01-01,1978-01-01
Doctor Ross Scott,1707816,Vanderbilt University,62843,No,No,Adjunct Professor,2010-07-01,2012-07-01
Doctor Kevin Donovan,1712785,Vanderbilt University,62843,No,No,Resident,,
Doctor Ross Scott,1707816,Vanderbilt University,62843,No,No,Assistant Dean,1998-08-01,2001-01-01
Sandor Palfy,1703818,Vanderbilt University,62843,No,No,Scholar,2002-10-01,2004-11-01
Martin Holmes,1709209,Vanderbilt University,62843,No,No,Associate Editor,1985-01-01,1986-01-01
Doctor Harsh Trivedi,1699825,Vanderbilt University,62843,No,No,Administrator,,2016-01-01
Doctor Lynn Matrisian,1702644,Vanderbilt University,62843,No,No,Professor,2000-01-01,2011-01-01
Whitney Weeks,1691863,Vanderbilt University,62843,No,No,ED - Non-Brd,2010-03-01,2013-12-01
Whitney Weeks,1691863,Vanderbilt University,62843,No,No,Consultant,2007-03-01,2010-03-01
Whitney Weeks,1691863,Vanderbilt University,62843,No,No,Director - Non-Brd,2000-01-01,2007-01-01
Doctor Lynn Matrisian,1702644,Vanderbilt University,62843,No,No,Professor,1999-01-01,2000-01-01
Doctor Lynn Matrisian,1702644,Vanderbilt University,62843,No,No,Faculty Member,1986-01-01,1999-01-01
Joe Foltz,1694306,Vanderbilt University,62843,No,No,Associate Editor,1978-01-01,1980-01-01
Martha Miller,1986100,Vanderbilt University,62843,No,No,Assistant,2007-08-01,2008-05-01
Dave Owens,2007682,Vanderbilt University,62843,No,No,Assistant,2006-01-01,2009-05-01
Dave Owens,2007682,Vanderbilt University,62843,No,No,Professor,2012-01-01,
Dave Owens,2007682,Vanderbilt University,62843,No,No,ED - Non-Brd,2009-05-01,2012-01-01
Doctor Mary Klotman,1982007,Vanderbilt University,62843,No,No,Professor,2013-04-01,2013-04-01
Jesse Ehrenfeld,1977476,Vanderbilt University,62843,No,No,Assistant Professor,2010-09-01,2012-06-01
Jesse Ehrenfeld,1977476,Vanderbilt University,62843,No,No,Professor,2017-01-01,
Robin Mutz,1975235,Vanderbilt University,62843,No,No,Adjunct Instructor,,
Jeremy Price,1969574,Vanderbilt University,62843,No,No,Various Positions,2015-01-01,2016-05-01
Christopher Rand,1967154,Vanderbilt University,62843,No,No,Manager - New Ventures,2003-05-01,2009-12-01
Janet McDonald,2028521,Vanderbilt University,62843,No,No,Adjunct Associate Professor,2005-08-01,
