university,university_id
University of Fribourg,64380
Universit Paris-Sud 11 (Paris-Sud 11 University),75788
cole Suprieure Libre des Sciences Commerciales Appliques (ESLSCA),77525
Universit Pantheon Assas Paris 2 (Pantheon Assas Paris 2 University) (University of Paris II),97531
Lyce Jaccard Pully (Switzerland),63762
Universit per Stranieri di Perugia (University for Foreigners Perugia),1487929
CFA Institute (Association for Investment Management and Research prior to 2004),594747
Linkpings Universitet (Linkping University),38348
Universiteit Twente (University of Twente),62761
HAN University of Applied Sciences,1587701
Hampshire College,79437
Universitt Hamburg (University of Hamburg),63411
Swiss Federal Bank,63484
Universit degli Studi di Roma Tor Vergata (Tor Vergata University of Rome),550807
Universit degli Studi di Bologna (University of Bologna),62692
Central Connecticut State University (CCSU),79778
Instituto Panamericano de Alta Direccion de Empresas (IPADE),113887
Universit Libre de Belgique (ULB),601657
Holy Cross College,124441
Czech Technical University,271522
Universit de Geneve (University of Geneva),62332
INSEAD Foundation,583015
Manufacturers Hanover Trust Co,40655
Escuela Naval Militar De Marin (Spanish Naval Academy Marin),63044
Western Michigan University (WMU),62925
Pomona College,61610
Johannes Gutenberg Universitt Mainz (Johannes Gutenberg University of Mainz),61019
Massachusetts College of Pharmacy and Health Sciences,63433
McCombs School of Business University of Texas at Austin,466303
Magdalen College School Oxford,1388204
Ecole des Mines d'Ales,1045562
Anderson Graduate School of Management University of California,66884
St Francis College,89196
Nathaniel Hawthorne College,109112
Horace Mann School,80455
Politecnico di Napoli,64703
Universidade Federal do Rio de Janeiro UFRJ (Federal University of Rio de Janeiro),62320
Instituto Brasileiro de Mercado de Capitais (IBMEC),1546162
Universidade Gama Filho,1798430
HTS Technical College,63384
Ruprecht-Karls-Universitt Heidelberg (University of Heidelberg),62354
Indiana University Purdue University Indianapolis (IUPUI),60922
Ruhr-Universitt Bochum (Ruhr University of Bochum),61732
Universitt Stuttgart (University of Stuttgart),62709
Westflische Wilhelms Universitt Mnster (University of Mnster),62933
Saint Peter's University (Formerly known as Saint Peter's College),2073053
Philipps-Universitt Marburg (University of Marburg),62445
Ateneo de Manila University,60092
Royal Melbourne Institute of Technology (RMIT University),630239
College of Development Studies (CDS),1749369
University of Southern California Marshall School of Business,1260970
Woodstock College,913620
Freie Universitt Berlin (Free University of Berlin),63298
Teachers College Columbia University,80639
Antioch College,130372
Ithaca College,60992
Fordham University School of Law,106197
Financial Industry Regulatory Authority (FINRA),955132
Naval Postgraduate School (NPS),61404
San Diego State University (SDSU),61775
Radboud Universiteit Nijmegen (Katholieke Universiteit Nijmegen prior to 08/2004) (Radboud University Nijmegen),62527
Denison University,60524
Lawrenceville School,88462
University College Oxford University,63222
Aquinas College,83137
Bankacademie Wiebaden,610523
cole Nationale de l'Aviation Civile (ENAC),60594
European Business School (EBS),64263
American Graduate School of International Business,64924
Escuela de organizacion industrial (EOI),827559
California State University Chico,595177
Rheinisch-Westflische Technische Hochschule Aachen (RWTH Aachen University),44253
Florida State University College of Business,1548721
Lehman College,135907
Universitt Hohenheim (University of Hohenheim),62358
Eberhard Karls Universitt Tbingen (Eberhard Karls University of Tbingen),42306
Academy of Rotterdam,114591
Graduate Institute of International Studies (HEI),60778
Fletcher School of Law and Diplomacy Tufts University,117861
Brooklyn Polytechnic Institute,581109
Notre Dame de Namur University,644995
Institute of Electrical Engineers (IEEE),501715
Paris University of Sciences,633249
Warrington College of Business Administration University of Florida,464259
University of Florida Levin College of Law,583366
Rijksuniversiteit Groningen (RUG) (University of Groningen),62342
Universitt Ulm (University of Ulm),62762
Universit degli Studi di Verona (University of Verona),62708
Institute for Biotechnology ETH Zurich,91237
Wabash College,62874
Chartered Institute for IT (The) (Formerly known as British Computer Society (BCS)),36334
Victoria University of Manchester,62853
University of Massachusetts Boston,62457
Universit degli Studi di Ancona (University of Ancona),62151
Kettering University (GMI Engineering & Management Institute prior to 01/1998),44961
Universit Cattolica del Sacro Cuore Milano (Catholic University of Milan),39484
Morgan State University,81545
Technische Universitt Darmstadt (Darmstadt University of Technology),43286
Harvard Graduate School of Engineering,932958
City and Guilds of London Institute,36358
Portland State University,61621
Macleay College,1889005
University of New England,62519
National Museum of Natural History,561507
Smithsonian Institution,594370
American Museum of Natural History (AMNH),43213
Humboldt Universitt zu Berlin (Humboldt University of Berlin),38346
Valparaiso University,62840
Eastern Washington University,60572
Pacific Coast Banking School,64214
Lyce Victor Duruy,63640
Instituto Superior de Contabilidade e Administrao de Lisboa ISCAL (Accounting and Management Institute of Lisbon),592833
Friedrich Schiller Universitt Jena (Friedrich Schiller University of Jena),60715
Bradley University,60202
St John's University,61913
Boston University School of Law,833517
St. John's University School of Law,735642
Hiram Scott College,63880
Boston University College of Communication (COM),486437
Universit degli Studi di Napoli Federico II (University of Naples),63097
Utah State University,80596
Universit degli Studi di Udine (University of Udine),62707
Universit Ca' Foscari Venezia (University of Venice),62769
Politecnico di Milano (Milan Polytechnic),80461
TH Kln - University of Applies Sciences (Fachhochschule Koln Cologne University Of Applied Sciences prior to 08/2015),1551404
College of Insurance,44576
Claremont Men's College California,64434
Rider University,82615
Fernuniversitt Hagen (University of Hagen),70400
Grinnell College,84092
Institute of Management University of St Gallen,1800123
IMD International,573494
St Cloud University,646276
Ohio Wesleyan University,61525
American College of Physicians (ACP),36654
State University of New York Buffalo (SUNYB),83168
American Academy of Dermatology (AAD),420475
Abadan Institute of Technology,1077934
Ferris State University,111922
Swansea University,61975
Institute of Personnel Management,43875
Cairo University,96821
Rykshoger Institut,64580
Ratcliffe College,65230
Leicester College,1487666
Dalhousie University,60481
School of Engineering of Burgdorf HTL,61796
cole Nationale des Ponts et Chaussees (ENPC),64756
London School of Journalism,67329
Kenyon College,44795
University College of Wales,63295
Stephen M Ross School of Business University of Michigan (University of Michigan Business School prior to 09/2004),747221
Rock Center for Corporate Governance Stanford University,1691073
National Institute of Industrial Research,63214
Instituto Superior Tcnico,63215
Universidade Nova de Lisboa UNL (New University of Lisbon),63355
Institute of Materials Minerals and Mining (IOM3),63537
Xavier University Cagayan de Oro,62976
St Albans School Washington DC,494173
Worcester Polytechnic Institute (WPI),62969
Trinity College of Arts & Sciences Duke University,1472067
Universidade de Lisboa Faculdade de Dereito (University of Lisbon Law School),468911
Oregon State University,61547
Universit Paris Nanterre (Formerly known as Universit Paris X - Nanterre),2660660
Instituto Superior de Economia (Lisbon Superior Institute of Economics),117961
Gonzaga University,96167
Graduate School of Banking University of Wisconsin-Madison,1336770
Hamilton College,60814
Hebrew College,376587
Technische Universitt Berlin (Technical University of Berlin),63483
American College of Corporate Directors(The),1692682
Allegheny College,60035
Cleveland State University,60385
Karl Franzens Universitt Graz (University of Graz),63224
Lycoming College,100922
Virginia State University,63991
Kempton College,64662
Newman Senior Technical College,64663
Escola de Administrao de Empresas de So Paulo Fundao Getlio Vargas,60640
Fundia AB,563506
Universidad Autnoma de Barcelona (Autonomous University of Barcelona) (UAB),640999
Escola Politcnica Superior d'Edificaci de Barcelona (EPSEB),2215969
Universitetet i Oslo (University of Oslo),62553
Universit degli Studi di Modena e Reggio Emilia (UNIMORE) (University of Modena and Reggio Emilia),62486
